North Square
Review,Rating,Date
"Food was good but not spectacular. Pace of food coming out was a bit slow- it took us over two hours to finish our meal for just party of two. Service was not bad for one of the busiest night for most restaurant, Valentine's Day.",3,"Dined on February 15, 2009"
"My wife and I dined at North Square for Valentine's Day. As parents of a 1 1/2 yr old boy, just getting out of for the evening is great by itself, but North Square exceeded all expectations. All courses were delicious, well presented, and of generous proportion. Of note, the tuna tartar, foie gras risotto, endive salad, and rack of lamb were superb. We still have no idea how the restaurant prepared such a wonderful evening for their prix fixe price, but who cares? We had a phenomenal evening, and look forward to dining out again at North Square whenever the opportunity may arise once again (we're expecting a little girl in about a month).",5,"Dined on February 15, 2009"
"Everything was good, but the restaurant just seemed average. And for the price that I was paying for a Valentine's day dinner, average wasn't supposed to be on my mind.",3,"Dined on February 15, 2009"
"The meal was excellent, but the lobster bisque was obviously watered down and tasteless.",3,"Dined on February 15, 2009"
"Great quality for the price This Place should be packed every night due to the quality , and the value ! Definitely a great restaurant!",5,"Dined on February 14, 2009"
"friendly, attentive service, cozy atmosphere conducive to conversation, food was excellent, wine was affordable.",4,"Dined on February 14, 2009"
"Despite being a limited-choice prix fixe lunch with no alcoholic beverages, it took me and my guest 2 hours to get out of the restaurant. Food was OK, not great and certainly not inspired.",3,"Dined on February 13, 2009"
"We had a great time once they sat us. We arrived ten minutes early (11:50 a.m.) and two young ladies who were sitting in a booth, eating vigorously refused to let us in and rudely turned us out to wait in the cold weather for ten minutes until they properly opened at 12:00 p.m. Just don't be early.

Food was good though. It took awhile for them to get us our selections and made up for it by giving us ten dollar off coupons on our next lunch. We sat there for about 2 hours waiting.",3,"Dined on February 13, 2009"
"A quiet neighborhood find, that's North Square. No tourists, no scene, just deliciously prepared simple favorites: mashed potatoes! Steak au poivre! And a very nice wine list. And, if you order wine by the glass, they come by and pour it from a real bottle. There are booths, and beautiful flowers, and nice art on the walls. Terrific. Since discovering North Square about 2 years ago, we always go there when in the area.",4,"Dined on February 13, 2009"
"The food was fantastic. Every dish was beautifully presented and delicious. I ate too much, including a fantastic chocolate chip bread pudding with pistachio ice cream and caramalized bananas. Great wines available by the bottle or glass. The service was excellent. A wonderful dining experience.",5,"Dined on February 11, 2009"
"Zagat listed the restaurant under the ""Quiet Conversation"" category. With live music and close tables, it was hard to have any conversation.",3,"Dined on February 8, 2009"
"The food was wonderful. Innovative and very well priced. The crowd is a little older, but that also leads to a quieter place. The wine list was very affordable.",5,"Dined on February 8, 2009"
Dinner was outstanding as usual - a real winner!!,5,"Dined on February 8, 2009"
"The service was friendly and very helpful. The food was well portioned, attractive and we both enjoyed our soups, oysters and entres. The wine list is interesting, varied and affordable -- they are currently featuring a number of burgundies. The white we tried was light, dry and went well with our first courses as described. The sunken room was cozy and inviting. It is a place we'll return often, especially because it is a perfect place for breakfast with a menu to match. Charming.",5,"Dined on February 7, 2009"
"We had a very nice experience for lunch. Admittedly the crowd was minimal at that time of day. Nonetheless, the food and service were very good. It's worth a repeat trip!",4,"Dined on February 6, 2009"
I like this place for both lunch and dinner. Great food and service.,4,"Dined on February 4, 2009"
